AÑO,TOTAL MATRICULADOS,MATRICULADOS MUJERES POR PROGRAMA,MATRICULADOS HOMBRES POR PROGRAMA,TOTAL MATRICULADOS PRIMER AÑO,MATRICULADOS MUJERES PRIMER AÑO,MATRICULADOS HOMBRES PRIMER AÑO,REGIÓN,PROVINCIA,COMUNA,NOMBRE CARRERA,ÁREA DEL CONOCIMIENTO,ÁREA CARRERA GENÉRICA
MAT_2024,19,15.0,4.0,19.0,15.0,4.0,Región Metropolitana,SANTIAGO,RENCA,CONTABILIDAD GENERAL,Administración y Comercio,Técnico en Contabilidad General
MAT_2024,20,8.0,12.0,16.0,6.0,10.0,Región Metropolitana,SANTIAGO,RENCA,TECNICO EN LOGISTICA,Administración y Comercio,Técnico en Logística
MAT_2024,117,48.0,69.0,76.0,33.0,43.0,Región Metropolitana,SANTIAGO,RENCA,TECNICO EN LOGISTICA,Administración y Comercio,Técnico en Logística
MAT_2024,6,1.0,5.0,,,,Región Metropolitana,SANTIAGO,RENCA,ELECTRICIDAD INDUSTRIAL MENCION INSTALACIONES ELECTRICAS,Tecnología,Técnico en Electricidad y Electricidad Industrial
MAT_2024,22,,22.0,,,,Región Metropolitana,SANTIAGO,RENCA,ELECTRICIDAD INDUSTRIAL MENCION INSTALACIONES ELECTRICAS,Tecnología,Técnico en Electricidad y Electricidad Industrial
MAT_2024,22,13.0,9.0,12.0,7.0,5.0,Región Metropolitana,SANTIAGO,RENCA,TECNOLOGIA EN ANALISIS QUIMICO,Ciencias Básicas,Técnico en Química (Análisis e Industrial)
MAT_2024,56,37.0,19.0,33.0,24.0,9.0,Región Metropolitana,SANTIAGO,RENCA,TECNOLOGIA EN ANALISIS QUIMICO,Ciencias Básicas,Técnico en Química (Análisis e Industrial)
MAT_2024,5,,5.0,,,,Región Metropolitana,SANTIAGO,RENCA,FABRICACION Y MONTAJE INDUSTRIAL,Tecnología,Técnico en Procesos Industriales
MAT_2024,5,,5.0,,,,Región Metropolitana,SANTIAGO,RENCA,FABRICACION Y MONTAJE INDUSTRIAL,Tecnología,Técnico en Procesos Industriales
MAT_2024,14,,14.0,,,,Región Metropolitana,SANTIAGO,MAIPU,MECANICA AUTOMOTRIZ EN MAQUINARIA PESADA,Tecnología,Técnico en Mecánica Automotriz
MAT_2024,57,49.0,8.0,28.0,25.0,3.0,Región Metropolitana,SANTIAGO,MAIPU,TECNICO EN FARMACIA,Salud,Técnico en Farmacia
MAT_2024,26,3.0,23.0,17.0,2.0,15.0,Región Metropolitana,SANTIAGO,MAIPU,TECNICO EN CONSTRUCCION,Tecnología,Técnico en Construcción y Obras Civiles
MAT_2024,49,7.0,42.0,29.0,3.0,26.0,Región Metropolitana,SANTIAGO,MAIPU,TECNICO EN CONSTRUCCION,Tecnología,Técnico en Construcción y Obras Civiles
MAT_2024,21,1.0,20.0,19.0,1.0,18.0,Región Metropolitana,SANTIAGO,MAIPU,"TELECOMUNICACIONES, CONECTIVIDAD Y REDES",Tecnología,Técnico en Telecomunicaciones
MAT_2024,10,,10.0,10.0,,10.0,Región Metropolitana,SANTIAGO,MAIPU,"TELECOMUNICACIONES, CONECTIVIDAD Y REDES",Tecnología,Técnico en Telecomunicaciones
MAT_2024,51,4.0,47.0,26.0,2.0,24.0,Región Metropolitana,SANTIAGO,MAIPU,TECNICO EN ELECTRICIDAD INDUSTRIAL,Tecnología,Técnico en Electricidad y Electricidad Industrial
MAT_2024,73,2.0,71.0,41.0,1.0,40.0,Región Metropolitana,SANTIAGO,MAIPU,TECNICO EN ELECTRICIDAD INDUSTRIAL,Tecnología,Técnico en Electricidad y Electricidad Industrial
MAT_2024,74,38.0,36.0,35.0,19.0,16.0,Región Metropolitana,SANTIAGO,MAIPU,ADMINISTRACION DE EMPRESAS,Administración y Comercio,Técnico en Administración de Empresas
MAT_2024,101,61.0,40.0,65.0,38.0,27.0,Región Metropolitana,SANTIAGO,MAIPU,ADMINISTRACION DE EMPRESAS,Administración y Comercio,Técnico en Administración de Empresas
MAT_2024,4,1.0,3.0,,,,Región Metropolitana,SANTIAGO,MAIPU,DISEÑO Y PRODUCCION GRAFICA,Arte y Arquitectura,Técnico en Producción Gráfica y Multimedia
MAT_2024,1,,1.0,,,,Región Metropolitana,SANTIAGO,MAIPU,DISEÑO Y PRODUCCION GRAFICA,Arte y Arquitectura,Técnico en Producción Gráfica y Multimedia
MAT_2024,29,6.0,23.0,20.0,5.0,15.0,Región Metropolitana,SANTIAGO,MAIPU,TECNICO EN METALURGIA EXTRACTIVA,Tecnología,Técnico en Metalurgia
MAT_2024,83,28.0,55.0,56.0,21.0,35.0,Región Metropolitana,SANTIAGO,MAIPU,TECNICO EN MINERIA,Tecnología,Técnico en Minería
MAT_2024,38,6.0,32.0,27.0,3.0,24.0,Región Metropolitana,SANTIAGO,MAIPU,TECNICO EN MINERIA,Tecnología,Técnico en Minería
MAT_2024,9,,9.0,,,,Región Metropolitana,SANTIAGO,MAIPU,ELECTROMECANICA,Tecnología,Técnico en Electromecánica
MAT_2024,42,4.0,38.0,27.0,4.0,23.0,Región Metropolitana,SANTIAGO,MAIPU,TECNICO EN AUTOMATIZACION Y ROBOTICA,Tecnología,Otros Técnicos de Tecnología
MAT_2024,33,2.0,31.0,15.0,1.0,14.0,Región Metropolitana,SANTIAGO,MAIPU,TECNICO EN AUTOMATIZACION Y ROBOTICA,Tecnología,Otros Técnicos de Tecnología
MAT_2024,120,6.0,114.0,61.0,3.0,58.0,Región Metropolitana,SANTIAGO,MAIPU,TECNICO EN MECANICA Y ELECTROMOVILIDAD AUTOMOTRIZ,Tecnología,Técnico en Mecánica Automotriz
MAT_2024,123,8.0,115.0,69.0,5.0,64.0,Región Metropolitana,SANTIAGO,MAIPU,TECNICO EN MECANICA Y ELECTROMOVILIDAD AUTOMOTRIZ,Tecnología,Técnico en Mecánica Automotriz
MAT_2024,481,255.0,226.0,250.0,132.0,118.0,Región Metropolitana,SANTIAGO,MAIPU,GASTRONOMIA,Administración y Comercio,Técnico en Gastronomía y Cocina
MAT_2024,91,56.0,35.0,35.0,20.0,15.0,Región Metropolitana,SANTIAGO,MAIPU,GASTRONOMIA,Administración y Comercio,Técnico en Gastronomía y Cocina
MAT_2024,30,6.0,24.0,13.0,2.0,11.0,Región Metropolitana,SANTIAGO,MAIPU,TECNICO EN ENERGIAS RENOVABLES,Tecnología,Técnico en Energía
MAT_2024,31,9.0,22.0,17.0,6.0,11.0,Región Metropolitana,SANTIAGO,MAIPU,TECNICO EN ENERGIAS RENOVABLES,Tecnología,Técnico en Energía
MAT_2024,25,12.0,13.0,,,,Región Metropolitana,SANTIAGO,MAIPU,TECNICO EN DISEÑO DIGITAL,Arte y Arquitectura,Técnico en Diseño Gráfico
MAT_2024,5,2.0,3.0,,,,Región Metropolitana,SANTIAGO,MAIPU,TECNICO EN DISEÑO DIGITAL,Arte y Arquitectura,Técnico en Diseño Gráfico
MAT_2024,23,2.0,21.0,13.0,2.0,11.0,Región Metropolitana,SANTIAGO,MAIPU,TECNICO EN MECATRONICA,Tecnología,Otros Técnicos de Tecnología
MAT_2024,9,1.0,8.0,6.0,1.0,5.0,Región Metropolitana,SANTIAGO,MAIPU,TECNICO EN MECATRONICA,Tecnología,Otros Técnicos de Tecnología
MAT_2024,10,2.0,8.0,4.0,2.0,2.0,Región Metropolitana,SANTIAGO,MAIPU,TECNICO EN TOPOGRAFIA Y GEOMATICA,Tecnología,Técnico en Topografía
MAT_2024,30,12.0,18.0,30.0,12.0,18.0,Región Metropolitana,SANTIAGO,MAIPU,DISEÑO DIGITAL Y WEB,Arte y Arquitectura,Técnico en Diseño Gráfico
MAT_2024,15,8.0,7.0,15.0,8.0,7.0,Región Metropolitana,SANTIAGO,MAIPU,DISEÑO DIGITAL Y WEB,Arte y Arquitectura,Técnico en Diseño Gráfico
MAT_2024,33,2.0,31.0,19.0,1.0,18.0,Región Metropolitana,SANTIAGO,MAIPU,TECNICO EN MANTENIMIENTO INDUSTRIAL,Tecnología,Técnico en Mantenimiento Industrial
MAT_2024,33,1.0,32.0,19.0,1.0,18.0,Región Metropolitana,SANTIAGO,MAIPU,TECNICO EN MANTENIMIENTO INDUSTRIAL,Tecnología,Técnico en Mantenimiento Industrial
MAT_2024,16,8.0,8.0,15.0,8.0,7.0,Región Metropolitana,SANTIAGO,MAIPU,TECNICO EN ADMINISTRACION PUBLICA,Ciencias Sociales,Técnico en Administración Pública o Municipal
MAT_2024,28,21.0,7.0,28.0,21.0,7.0,Región Metropolitana,SANTIAGO,MAIPU,TECNICO EN ADMINISTRACION PUBLICA,Ciencias Sociales,Técnico en Administración Pública o Municipal
MAT_2024,16,10.0,6.0,16.0,10.0,6.0,Región Metropolitana,SANTIAGO,MAIPU,TECNICO EN PREVENCION DE RIESGOS Y GESTION DE EMERGENCIA,Tecnología,Técnico en Prevención de Riesgos
MAT_2024,30,14.0,16.0,29.0,14.0,15.0,Región Metropolitana,SANTIAGO,MAIPU,TECNICO EN PREVENCION DE RIESGOS Y GESTION DE EMERGENCIA,Tecnología,Técnico en Prevención de Riesgos
MAT_2024,24,17.0,7.0,24.0,17.0,7.0,Región Metropolitana,SANTIAGO,MAIPU,GESTION TURISTICA,Administración y Comercio,Técnico en Turismo y Hotelería
MAT_2024,372,312.0,60.0,134.0,109.0,25.0,Región Metropolitana,SANTIAGO,MAIPU,TECNICO EN ENFERMERIA,Salud,Técnico en Enfermería
MAT_2024,2,,2.0,,,,Región Metropolitana,SANTIAGO,MAIPU,ANALISTA PROGRAMADOR,Tecnología,Técnico en Computación e Informática
MAT_2024,116,20.0,96.0,55.0,12.0,43.0,Región Metropolitana,SANTIAGO,MAIPU,ANALISTA PROGRAMADOR,Tecnología,Técnico en Computación e Informática
MAT_2024,2,,2.0,,,,Región Metropolitana,SANTIAGO,MAIPU,ANALISTA PROGRAMADOR,Tecnología,Técnico en Computación e Informática
MAT_2024,106,19.0,87.0,62.0,13.0,49.0,Región Metropolitana,SANTIAGO,MAIPU,ANALISTA PROGRAMADOR,Tecnología,Técnico en Computación e Informática
MAT_2024,2,,2.0,,,,Región Metropolitana,SANTIAGO,MAIPU,AUTOMATIZACION Y CONTROL INDUSTRIAL,Tecnología,"Técnico en Instrumentación, Automatización y Control Industrial"
MAT_2024,32,16.0,16.0,17.0,7.0,10.0,Región Metropolitana,SANTIAGO,MAIPU,CONTABILIDAD GENERAL,Administración y Comercio,Técnico en Contabilidad General
MAT_2024,30,20.0,10.0,16.0,12.0,4.0,Región Metropolitana,SANTIAGO,MAIPU,CONTABILIDAD GENERAL,Administración y Comercio,Técnico en Contabilidad General
MAT_2024,1,1.0,,,,,Región Metropolitana,SANTIAGO,MAIPU,TOPOGRAFIA,Tecnología,Técnico en Topografía
MAT_2024,74,32.0,42.0,43.0,16.0,27.0,Región Metropolitana,SANTIAGO,MAIPU,TECNICO EN LOGISTICA,Administración y Comercio,Técnico en Logística
MAT_2024,162,72.0,90.0,97.0,41.0,56.0,Región Metropolitana,SANTIAGO,MAIPU,TECNICO EN LOGISTICA,Administración y Comercio,Técnico en Logística
MAT_2024,10,,10.0,,,,Región Metropolitana,SANTIAGO,MAIPU,ELECTRICIDAD INDUSTRIAL MENCION INSTALACIONES ELECTRICAS,Tecnología,Técnico en Electricidad y Electricidad Industrial
MAT_2024,12,,12.0,,,,Región Metropolitana,SANTIAGO,MAIPU,ELECTRICIDAD INDUSTRIAL MENCION INSTALACIONES ELECTRICAS,Tecnología,Técnico en Electricidad y Electricidad Industrial
MAT_2024,4,2.0,2.0,,,,Región Metropolitana,SANTIAGO,LAS CONDES,GASTRONOMIA INTERNACIONAL,Administración y Comercio,Técnico en Gastronomía y Cocina
MAT_2024,76,19.0,57.0,24.0,5.0,19.0,Región Metropolitana,SANTIAGO,LAS CONDES,ADMINISTRACION DE EMPRESAS,Administración y Comercio,Técnico en Administración de Empresas
MAT_2024,55,28.0,27.0,31.0,16.0,15.0,Región Metropolitana,SANTIAGO,LAS CONDES,ADMINISTRACION DE EMPRESAS,Administración y Comercio,Técnico en Administración de Empresas
MAT_2024,21,6.0,15.0,,,,Región Metropolitana,SANTIAGO,LAS CONDES,TURISMO,Administración y Comercio,Técnico en Turismo y Hotelería
MAT_2024,1,1.0,,,,,Región Metropolitana,SANTIAGO,LAS CONDES,DISEÑO Y PRODUCCION GRAFICA,Arte y Arquitectura,Técnico en Producción Gráfica y Multimedia
MAT_2024,29,20.0,9.0,28.0,19.0,9.0,Región Metropolitana,SANTIAGO,LAS CONDES,HOTELERIA Y SERVICIOS,Administración y Comercio,Técnico en Turismo y Hotelería
MAT_2024,171,123.0,48.0,106.0,74.0,32.0,Región Metropolitana,SANTIAGO,LAS CONDES,DISEÑO & PRODUCCION DE MODA,Arte y Arquitectura,Técnico en Diseño de Vestuario
MAT_2024,36,31.0,5.0,23.0,20.0,3.0,Región Metropolitana,SANTIAGO,LAS CONDES,DISEÑO & PRODUCCION DE MODA,Arte y Arquitectura,Técnico en Diseño de Vestuario
MAT_2024,595,289.0,306.0,336.0,165.0,171.0,Región Metropolitana,SANTIAGO,LAS CONDES,GASTRONOMIA,Administración y Comercio,Técnico en Gastronomía y Cocina
MAT_2024,172,78.0,94.0,109.0,51.0,58.0,Región Metropolitana,SANTIAGO,LAS CONDES,GASTRONOMIA,Administración y Comercio,Técnico en Gastronomía y Cocina
MAT_2024,15,6.0,9.0,,,,Región Metropolitana,SANTIAGO,LAS CONDES,TECNICO AGRICOLA,Agropecuaria,Técnico Agropecuario
MAT_2024,3,,3.0,,,,Región Metropolitana,SANTIAGO,LAS CONDES,TECNICO FINANCIERO,Administración y Comercio,Técnico en Administración Financiera y Finanzas
MAT_2024,14,8.0,6.0,,,,Región Metropolitana,SANTIAGO,LAS CONDES,TECNICO EN DISEÑO DIGITAL,Arte y Arquitectura,Técnico en Diseño Gráfico
MAT_2024,6,4.0,2.0,,,,Región Metropolitana,SANTIAGO,LAS CONDES,TECNICO EN DISEÑO DIGITAL,Arte y Arquitectura,Técnico en Diseño Gráfico
MAT_2024,7,2.0,5.0,,,,Región Metropolitana,SANTIAGO,LAS CONDES,TECNICO EN MEDIOAMBIENTE Y SUSTENTABILIDAD,Tecnología,Técnico en Medio Ambiente (Control y Gestión)
MAT_2024,35,6.0,29.0,35.0,6.0,29.0,Región Metropolitana,SANTIAGO,LAS CONDES,ANIMACION DIGITAL Y VIDEOJUEGOS,Arte y Arquitectura,Técnico en Diseño Gráfico
MAT_2024,12,9.0,3.0,12.0,9.0,3.0,Región Metropolitana,SANTIAGO,LAS CONDES,DISEÑO DIGITAL Y WEB,Arte y Arquitectura,Técnico en Diseño Gráfico
MAT_2024,14,9.0,5.0,14.0,9.0,5.0,Región Metropolitana,SANTIAGO,LAS CONDES,GESTION TURISTICA,Administración y Comercio,Técnico en Turismo y Hotelería
MAT_2024,2,,2.0,,,,Región Metropolitana,SANTIAGO,LAS CONDES,ANALISTA PROGRAMADOR,Tecnología,Técnico en Computación e Informática
MAT_2024,78,10.0,68.0,42.0,7.0,35.0,Región Metropolitana,SANTIAGO,LAS CONDES,ANALISTA PROGRAMADOR,Tecnología,Técnico en Computación e Informática
MAT_2024,1,,1.0,,,,Región Metropolitana,SANTIAGO,LAS CONDES,ANALISTA PROGRAMADOR,Tecnología,Técnico en Computación e Informática
MAT_2024,45,10.0,35.0,24.0,6.0,18.0,Región Metropolitana,SANTIAGO,LAS CONDES,ANALISTA PROGRAMADOR,Tecnología,Técnico en Computación e Informática
MAT_2024,226,180.0,46.0,69.0,58.0,11.0,Región Metropolitana,SANTIAGO,SANTIAGO,"LABORATORISTA CLINICO, BANCO DE SANGRE E IMAGENOLOGIA",Salud,Técnico en Laboratorio Clínico
MAT_2024,131,108.0,23.0,47.0,40.0,7.0,Región Metropolitana,SANTIAGO,SANTIAGO,"LABORATORISTA CLINICO, BANCO DE SANGRE E IMAGENOLOGIA",Salud,Técnico en Laboratorio Clínico
MAT_2024,72,55.0,17.0,30.0,26.0,4.0,Región Metropolitana,SANTIAGO,SANTIAGO,TECNICO EN FARMACIA,Salud,Técnico en Farmacia
MAT_2024,71,60.0,11.0,34.0,30.0,4.0,Región Metropolitana,SANTIAGO,SANTIAGO,TECNICO EN FARMACIA,Salud,Técnico en Farmacia
MAT_2024,33,4.0,29.0,23.0,1.0,22.0,Región Metropolitana,SANTIAGO,SANTIAGO,TECNICO EN CONSTRUCCION,Tecnología,Técnico en Construcción y Obras Civiles
MAT_2024,69,9.0,60.0,34.0,3.0,31.0,Región Metropolitana,SANTIAGO,SANTIAGO,TECNICO EN CONSTRUCCION,Tecnología,Técnico en Construcción y Obras Civiles
MAT_2024,224,192.0,32.0,80.0,64.0,16.0,Región Metropolitana,SANTIAGO,SANTIAGO,TECNICO EN ODONTOLOGIA,Salud,Técnico Dental y Asistente de Odontología
MAT_2024,36,2.0,34.0,21.0,,21.0,Región Metropolitana,SANTIAGO,SANTIAGO,"TELECOMUNICACIONES, CONECTIVIDAD Y REDES",Tecnología,Técnico en Telecomunicaciones
MAT_2024,20,1.0,19.0,17.0,1.0,16.0,Región Metropolitana,SANTIAGO,SANTIAGO,"TELECOMUNICACIONES, CONECTIVIDAD Y REDES",Tecnología,Técnico en Telecomunicaciones
MAT_2024,18,2.0,16.0,18.0,2.0,16.0,Región Metropolitana,SANTIAGO,SANTIAGO,TECNICO EN ELECTRICIDAD INDUSTRIAL,Tecnología,Técnico en Electricidad y Electricidad Industrial
MAT_2024,42,2.0,40.0,42.0,2.0,40.0,Región Metropolitana,SANTIAGO,SANTIAGO,TECNICO EN ELECTRICIDAD INDUSTRIAL,Tecnología,Técnico en Electricidad y Electricidad Industrial
MAT_2024,72,36.0,36.0,45.0,21.0,24.0,Región Metropolitana,SANTIAGO,SANTIAGO,ADMINISTRACION DE EMPRESAS,Administración y Comercio,Técnico en Administración de Empresas
MAT_2024,92,64.0,28.0,62.0,47.0,15.0,Región Metropolitana,SANTIAGO,SANTIAGO,ADMINISTRACION DE EMPRESAS,Administración y Comercio,Técnico en Administración de Empresas
MAT_2024,106,56.0,50.0,75.0,41.0,34.0,Región Metropolitana,SANTIAGO,SANTIAGO,COMERCIO EXTERIOR,Administración y Comercio,Técnico en Comercio Exterior
MAT_2024,58,29.0,29.0,35.0,18.0,17.0,Región Metropolitana,SANTIAGO,SANTIAGO,COMERCIO EXTERIOR,Administración y Comercio,Técnico en Comercio Exterior
MAT_2024,8,,8.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,TECNICO EN ADMINISTRACION DE EMPRESAS FINANCIERAS,Administración y Comercio,Técnico en Administración de Empresas
MAT_2024,18,13.0,5.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,TECNICO EN ADMINISTRACION DE EMPRESAS FINANCIERAS,Administración y Comercio,Técnico en Administración de Empresas
MAT_2024,2,1.0,1.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,TECNICO FINANCIERO,Administración y Comercio,Técnico en Administración Financiera y Finanzas
MAT_2024,9,4.0,5.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,TECNICO FINANCIERO,Administración y Comercio,Técnico en Administración Financiera y Finanzas
MAT_2024,39,17.0,22.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,TECNICO EN DISEÑO DIGITAL,Arte y Arquitectura,Técnico en Diseño Gráfico
MAT_2024,19,10.0,9.0,8.0,4.0,4.0,Región Metropolitana,SANTIAGO,SANTIAGO,TECNICO EN MEDIOAMBIENTE Y SUSTENTABILIDAD,Tecnología,Técnico en Medio Ambiente (Control y Gestión)
MAT_2024,39,8.0,31.0,39.0,8.0,31.0,Región Metropolitana,SANTIAGO,SANTIAGO,ANIMACION DIGITAL Y VIDEOJUEGOS,Arte y Arquitectura,Técnico en Diseño Gráfico
MAT_2024,18,5.0,13.0,16.0,5.0,11.0,Región Metropolitana,SANTIAGO,SANTIAGO,ANIMACION DIGITAL Y VIDEOJUEGOS,Arte y Arquitectura,Técnico en Diseño Gráfico
MAT_2024,17,6.0,11.0,15.0,6.0,9.0,Región Metropolitana,SANTIAGO,SANTIAGO,DISEÑO DIGITAL Y WEB,Arte y Arquitectura,Técnico en Diseño Gráfico
MAT_2024,12,5.0,7.0,12.0,5.0,7.0,Región Metropolitana,SANTIAGO,SANTIAGO,DISEÑO DIGITAL Y WEB,Arte y Arquitectura,Técnico en Diseño Gráfico
MAT_2024,13,8.0,5.0,13.0,8.0,5.0,Región Metropolitana,SANTIAGO,SANTIAGO,TECNICO EN ADMINISTRACION PUBLICA,Ciencias Sociales,Técnico en Administración Pública o Municipal
MAT_2024,33,27.0,6.0,33.0,27.0,6.0,Región Metropolitana,SANTIAGO,SANTIAGO,TECNICO EN ADMINISTRACION PUBLICA,Ciencias Sociales,Técnico en Administración Pública o Municipal
MAT_2024,32,16.0,16.0,32.0,16.0,16.0,Región Metropolitana,SANTIAGO,SANTIAGO,TECNICO EN PREVENCION DE RIESGOS Y GESTION DE EMERGENCIA,Tecnología,Técnico en Prevención de Riesgos
MAT_2024,727,599.0,128.0,233.0,197.0,36.0,Región Metropolitana,SANTIAGO,SANTIAGO,TECNICO EN ENFERMERIA,Salud,Técnico en Enfermería
MAT_2024,3,1.0,2.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,ANALISTA PROGRAMADOR,Tecnología,Técnico en Computación e Informática
MAT_2024,196,36.0,160.0,108.0,26.0,82.0,Región Metropolitana,SANTIAGO,SANTIAGO,ANALISTA PROGRAMADOR,Tecnología,Técnico en Computación e Informática
MAT_2024,5,1.0,4.0,,,,Región Metropolitana,SANTIAGO,SANTIAGO,ANALISTA PROGRAMADOR,Tecnología,Técnico en Computación e Informática
MAT_2024,151,36.0,115.0,105.0,31.0,74.0,Región Metropolitana,SANTIAGO,SANTIAGO,ANALISTA PROGRAMADOR,Tecnología,Técnico en Computación e Informática
MAT_2024,29,17.0,12.0,16.0,10.0,6.0,Región Metropolitana,SANTIAGO,SANTIAGO,CONTABILIDAD GENERAL,Administración y Comercio,Técnico en Contabilidad General
MAT_2024,44,25.0,19.0,24.0,14.0,10.0,Región Metropolitana,SANTIAGO,SANTIAGO,CONTABILIDAD GENERAL,Administración y Comercio,Técnico en Contabilidad General
MAT_2024,49,22.0,27.0,30.0,10.0,20.0,Región Metropolitana,SANTIAGO,SANTIAGO,TECNICO EN LOGISTICA,Administración y Comercio,Técnico en Logística
MAT_2024,61,25.0,36.0,41.0,16.0,25.0,Región Metropolitana,SANTIAGO,SANTIAGO,TECNICO EN LOGISTICA,Administración y Comercio,Técnico en Logística
MAT_2024,2,,2.0,,,,Región Del Lib. B. O'Higgins,CACHAPOAL,RANCAGUA,GASTRONOMIA INTERNACIONAL,Administración y Comercio,Técnico en Gastronomía y Cocina
MAT_2024,54,12.0,42.0,30.0,7.0,23.0,Región Del Lib. B. O'Higgins,CACHAPOAL,RANCAGUA,TECNICO EN CONSTRUCCION,Tecnología,Técnico en Construcción y Obras Civiles
MAT_2024,50,8.0,42.0,32.0,6.0,26.0,Región Del Lib. B. O'Higgins,CACHAPOAL,RANCAGUA,TECNICO EN CONSTRUCCION,Tecnología,Técnico en Construcción y Obras Civiles
MAT_2024,103,56.0,47.0,56.0,32.0,24.0,Región Del Lib. B. O'Higgins,CACHAPOAL,RANCAGUA,ADMINISTRACION DE EMPRESAS,Administración y Comercio,Técnico en Administración de Empresas
MAT_2024,64,36.0,28.0,39.0,24.0,15.0,Región Del Lib. B. O'Higgins,CACHAPOAL,RANCAGUA,ADMINISTRACION DE EMPRESAS,Administración y Comercio,Técnico en Administración de Empresas
MAT_2024,3,2.0,1.0,,,,Región Del Lib. B. O'Higgins,CACHAPOAL,RANCAGUA,DISEÑO Y PRODUCCION GRAFICA,Arte y Arquitectura,Técnico en Producción Gráfica y Multimedia
MAT_2024,5,,5.0,,,,Región Del Lib. B. O'Higgins,CACHAPOAL,RANCAGUA,ELECTROMECANICA,Tecnología,Técnico en Electromecánica
MAT_2024,3,,3.0,,,,Región Del Lib. B. O'Higgins,CACHAPOAL,RANCAGUA,ELECTROMECANICA,Tecnología,Técnico en Electromecánica
MAT_2024,77,3.0,74.0,39.0,3.0,36.0,Región Del Lib. B. O'Higgins,CACHAPOAL,RANCAGUA,TECNICO EN AUTOMATIZACION Y ROBOTICA,Tecnología,Otros Técnicos de Tecnología
MAT_2024,43,4.0,39.0,27.0,4.0,23.0,Región Del Lib. B. O'Higgins,CACHAPOAL,RANCAGUA,TECNICO EN AUTOMATIZACION Y ROBOTICA,Tecnología,Otros Técnicos de Tecnología
MAT_2024,203,5.0,198.0,109.0,1.0,108.0,Región Del Lib. B. O'Higgins,CACHAPOAL,RANCAGUA,TECNICO EN MECANICA Y ELECTROMOVILIDAD AUTOMOTRIZ,Tecnología,Técnico en Mecánica Automotriz
MAT_2024,67,1.0,66.0,42.0,1.0,41.0,Región Del Lib. B. O'Higgins,CACHAPOAL,RANCAGUA,TECNICO EN MECANICA Y ELECTROMOVILIDAD AUTOMOTRIZ,Tecnología,Técnico en Mecánica Automotriz
MAT_2024,249,125.0,124.0,121.0,62.0,59.0,Región Del Lib. B. O'Higgins,CACHAPOAL,RANCAGUA,GASTRONOMIA,Administración y Comercio,Técnico en Gastronomía y Cocina
MAT_2024,52,29.0,23.0,29.0,14.0,15.0,Región Del Lib. B. O'Higgins,CACHAPOAL,RANCAGUA,GASTRONOMIA,Administración y Comercio,Técnico en Gastronomía y Cocina
MAT_2024,107,33.0,74.0,65.0,18.0,47.0,Región Del Lib. B. O'Higgins,CACHAPOAL,RANCAGUA,TECNICO AGRICOLA,Agropecuaria,Técnico Agropecuario
MAT_2024,56,26.0,30.0,35.0,14.0,21.0,Región Del Lib. B. O'Higgins,CACHAPOAL,RANCAGUA,TECNICO AGRICOLA,Agropecuaria,Técnico Agropecuario
MAT_2024,8,4.0,4.0,,,,Región Del Lib. B. O'Higgins,CACHAPOAL,RANCAGUA,TECNICO EN ADMINISTRACION DE EMPRESAS FINANCIERAS,Administración y Comercio,Técnico en Administración de Empresas
MAT_2024,5,3.0,2.0,,,,Región Del Lib. B. O'Higgins,CACHAPOAL,RANCAGUA,TECNICO EN ADMINISTRACION DE EMPRESAS FINANCIERAS,Administración y Comercio,Técnico en Administración de Empresas
MAT_2024,55,16.0,39.0,29.0,11.0,18.0,Región Del Lib. B. O'Higgins,CACHAPOAL,RANCAGUA,TECNICO EN MANTENIMIENTO DE PLANTAS MINERAS,Tecnología,Técnico en Minería
MAT_2024,24,9.0,15.0,23.0,9.0,14.0,Región Del Lib. B. O'Higgins,CACHAPOAL,RANCAGUA,TECNICO EN MANTENIMIENTO DE PLANTAS MINERAS,Tecnología,Técnico en Minería
MAT_2024,3,2.0,1.0,,,,Región Del Lib. B. O'Higgins,CACHAPOAL,RANCAGUA,TECNICO FINANCIERO,Administración y Comercio,Técnico en Administración Financiera y Finanzas
MAT_2024,74,28.0,46.0,,,,Región Del Lib. B. O'Higgins,CACHAPOAL,RANCAGUA,TECNICO EN DISEÑO DIGITAL,Arte y Arquitectura,Técnico en Diseño Gráfico
MAT_2024,7,3.0,4.0,,,,Región Del Lib. B. O'Higgins,CACHAPOAL,RANCAGUA,TECNICO EN DISEÑO DIGITAL,Arte y Arquitectura,Técnico en Diseño Gráfico
MAT_2024,34,2.0,32.0,13.0,1.0,12.0,Región Del Lib. B. O'Higgins,CACHAPOAL,RANCAGUA,TECNICO EN MECATRONICA,Tecnología,Otros Técnicos de Tecnología
MAT_2024,17,2.0,15.0,11.0,2.0,9.0,Región Del Lib. B. O'Higgins,CACHAPOAL,RANCAGUA,TECNICO EN MECATRONICA,Tecnología,Otros Técnicos de Tecnología
